rx	ry	rz	vx	vy	vz	time	mass	ax	ay	bx	by	cx	cy	rw	rn	flags	ui
  5.748482 	 -1.132561 	  3.000437 	-3488.480225 	 -0.000000 	125018.101563 	 22.39 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	123.401642 	    1 	26193 	  128 	26451
  5.720888 	 -0.679843 	  3.004045 	757.812561 	 -0.000000 	115214.445313 	  8.65 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	125.376854 	    1 	26299 	  128 	26557
  6.100437 	  3.129827 	  3.003859 	3902.248047 	 -0.000000 	114364.718750 	  8.36 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	126.954239 	    1 	27191 	  128 	27449
  5.839215 	  3.279309 	  3.002374 	-1163.872070 	 -0.000000 	115413.468750 	  8.37 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	124.422226 	    1 	27226 	  128 	27484
  5.767396 	  3.065763 	  3.000372 	-249.475418 	 -0.000000 	115640.625000 	  8.52 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	124.876396 	    1 	29176 	  128 	29434
  6.056580 	  3.262225 	  3.001766 	952.363831 	 -0.000000 	115142.476563 	  8.22 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	125.473892 	    1 	29222 	  128 	29480
  5.982614 	  3.398895 	  3.002299 	3494.352051 	 -0.000000 	114887.031250 	  8.47 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	126.742142 	    1 	29254 	  128 	29512
  5.827086 	  3.433063 	  3.003052 	-2754.237549 	 -0.000000 	115518.562500 	  8.33 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	123.634193 	    1 	29262 	  128 	29520
  5.827546 	 -0.752449 	  3.003033 	1800.426758 	 -0.000000 	114957.601563 	  8.59 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	125.897270 	    1 	30282 	  128 	30540
  6.143576 	 -0.654217 	  3.003466 	3058.890381 	 -0.000000 	114867.976563 	  8.24 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	126.525406 	    1 	30305 	  128 	30563
  5.648028 	 -0.590153 	  3.002744 	161.382599 	 -0.000000 	115610.242188 	  8.69 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	125.079979 	    1 	30320 	  128 	30578
  5.761261 	 -0.573070 	  3.001695 	3070.582520 	 -0.000000 	114931.289063 	  8.79 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	126.530388 	    1 	30324 	  128 	30582
  6.107553 	  3.108472 	  3.002933 	3000.763916 	 -0.000000 	114809.054688 	  8.30 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	126.497200 	    1 	31186 	  128 	31444
  5.849883 	 -0.923286 	  3.003575 	-312.249817 	 -0.000000 	115382.257813 	  8.47 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	124.844948 	    1 	32242 	  128 	32500
  5.875054 	 -0.598695 	  3.004195 	2364.958740 	 -0.000000 	115265.968750 	  8.53 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	126.175392 	    1 	32318 	  128 	32576
  5.604494 	  3.001699 	  3.001622 	1201.478516 	 -0.000000 	115087.210938 	  8.94 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	125.598129 	    1 	33161 	  128 	33419
  5.649977 	  3.104201 	  3.004348 	-2098.243408 	 -0.000000 	115705.039063 	  8.60 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	123.961090 	    1 	33185 	  128 	33443
  6.047331 	  3.236600 	  3.003201 	2580.702393 	 -0.000000 	114727.914063 	  8.36 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	126.288597 	    1 	33216 	  128 	33474
  6.140946 	 -0.795158 	  3.003893 	3763.156006 	 -0.000000 	114793.015625 	  8.32 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	126.877602 	    1 	34272 	  128 	34530
  5.780881 	 -0.658488 	  3.001215 	1124.409424 	 -0.000000 	115431.640625 	  8.62 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	125.558098 	    1 	34304 	  128 	34562
  5.702893 	  2.958989 	  3.000373 	1961.792847 	 -0.000000 	115341.867188 	  8.90 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	125.974419 	    1 	35151 	  128 	35409
 -2.094626 	  3.253684 	  3.002275 	 75.999916 	 -0.000000 	102206.132813 	 34.17 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	125.042603 	    1 	35220 	  128 	35478
  6.116356 	  3.373270 	  3.003648 	3780.816162 	 -0.000000 	114466.125000 	  8.37 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	  0.000000 	  0.000000 	126.891792 	    1 	35248 	  128 	35506
  5.502677 	 -0.790887 	  3.003836 	-3705.079346 	 -0.000000 	116068.015625 	  8.70 	 2.299E+0001 	 35.000000 	  0.000000 	 -0.000000 	 -0.000000 	  0.000000 	123.171646 	    1 	36273 	  128 	36531
